0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
216,artinya,noun,meaning,,,,,,,,,,,,,,,,,,bararti,,
217,aruaha,noun,"spirit of the dead, the deceased, esp. as a title used with a personal name, the late",kudapa lia kofiang habua ni po kuingat aruaha ka umar,I caught a glimpse of this,,,,,,,,,,,,,,spiritual,,"almarhu/m, mati-mati",baaruaha,
218,aruaha,intransitive verb,to recite prayers for the dead,,,,,,,,,,,,,,,,spiritual,,,,
219,aru-aru,noun,paddle-shaped spatula,,,,,,,,,,,,,,,,tool,,,,
220,arwaha,,,,,,,,,,,,,,,,,,,,aruaha,,
221,asa,verb,"to sharpen s.t., to grind s.t. (e.g. a stone to polish it)",,,,,,,,,,,,,,,,,,,asai,
222,asa,verb,to sharpen or grind s.t. for someone,asai aku bayaka hadiki,Please sharpen my machete for me,,,,,,,,,,,,,,,,,asai akang,
223,asa,verb,to sharpen or grind s.t. at someone's request,,,,,,,,,,,,,,,,,,,baasa,
224,asa,intransitive verb,to engage in sharpening (with water) or grinding,,,,,,,,,,,,,,,,,,,pa:sa:ng,
225,asa,noun,whetstone,,,,,,,,,,,,,,,,,,salawa,,
226,asai,noun,kind of layered cake made of sweet potatoes,,,,,,,,,,,,,,,,,,,,
227,asal,noun,origin,kaluargana ia tu asala de jawa,His family originates from Java.,,,,,,,,,,,,,,,,ompu,,
228,asang jawa,noun,"kind of tree, the tamarind, the fruits of which are used as a souring agent,",,,,,,,,,,,,,Tamarindus indica,,,tree,,,,
229,asap,noun,smoke,asapa itu mutuong kita,Its smoke enveloped us.,,,,,,,,,,,,,,natural phenomenon,,,asapi,
230,asap,verb,to smoke s.t.,taasapi buáng supaya capát masak,We smoke langsat fruits so they will ripen quickly.,,,,,,,,,,,,,,,,,baasap,
231,asap,intransitive verb,"to be characterized by having smoke, to smoke",taping habua ini baasap ka moyo,Is the hearth smoking or not? (Is there a fire or not?),,,,,,,,,,,,,,,,,baasapi,
232,asap,intransitive verb,to be engaged in smoking s.t.,aku ka da: baasapi buáng alengo,I went inland to work at smoking those langsat fruits,,,,,,,,,,,,,,,,,,
233,asar,noun,the time for the Islamic prayer ritual in the mid-afternoon,,,,,,,,,,,,,,,,,,,,
234,asek,intransitive verb,"enthused, absorbed",,,,,,,,,,,,,,,,,,,,
235,asrakal,noun,"a verse of the Quran recited at certain rituals, incl. celebration of Muhammad's",,,,,,,,,,,,,,,,spiritual,,,baasrakal,
236,asrakal,intransitive verb,"to recite such a verse, usually in a standing posture",,,,,,,,,,,,,,,,,,,,
237,astagapirula:/,exclamation,"Heavens!, a pious exclamation of surprise",,,,,,,,,,,,,,,,,,,,
238,ata,locative,direction towards the cape <capeward>,ka ata,direction to the left when facing the sea,,,,,,,,,,,,,,,,ianta,,
239,atas,,,,,,,,,,,,,,,,,,,,ata,,
240,atau,conjunction,or,bahasa walanda atau bahasa apé,Dutch or whatever language,,,,,,,,,,,,,,,,,,atau ka \df or \sc  apparently Indonesian \crm  ka
241,ati,noun,liver,,,,,,,,,,,,,,,,body,,,,"ati pait \df spleen, ati pusu \df heart, ati pusu narutak \df stupid \sf  body, ati kumbar \df lungs \sf  body"
242,atombóm,,,,,,,,,,,,,,,,,,,,"duriang atombo/m, bom",,
243,atur,verb,to arrange s.t.,,,,,,,,,,,,,,,,,,,ba:turang,
244,atur,intransitive verb,"to make mutual arrangements, to compromise and deal",,,,,,,,,,,,,,,,,,,aturang,
245,atur,noun,"arrangement, procedure, set-up",,,,,,,,,,,,,,,,,,,,
246,au-aular,noun,kind of large-leaved vine,,,,,,,,,,,,,,,,plant,,ngguming,,
247,aur,noun,"bamboo, tribe Bambuseae",,,,,,,,,,,,,,,,plant,,,,"aur kakumis \df kind of large bamboo, egg bamboo, \sn Schizostachyum zollingeri, characterized by many exterior hairs \sf  plant, aur batu \df kind of large, smooth, green bamboo,  Gigantochloa  , used to make fences \sf  plant, aur cina \df kind of yellow bamboo,  Bambusa vulgaris, used for furniture \sf  plant, aur lotu-lotu \df kind of small bamboo, used for children's toys \sf  plant, aur bona \df kind of small bamboo \sf  plant, aur rapa \df kind of bamboo \sf  plant, aur somang \df kind of large bamboo, related to iba \sf  plant, aur tamiang \df kind of large, tall bamboo \sf  plant, aur tangga \df kind of bamboo of medium size, esp. used to make laths for thatch \sf  plant, aur tewa-tewa \df kind of bamboo, \sn Bambusa arundinacea, aur baduri \df kind of bamboo, \sn Bambusa arundinacea \sc  TM \crm  iba \sf  plant"
248,aur-aur,noun,"kind of plant, the day-flower,",,,,,,,,,,,,,Commelina diffusa,,,plant,,,,
249,australi,noun,"Australia, Australian",,,,,,,,,,,,,,,,,,,,
250,aya-aya,,,,,,,,,,,,,,,,,,,Malay,,,
251,aya-aya,noun,kind of sifting basket,,,,,,,,,,,,,,,,utensil,Malay,pamusukang,,
252,ayat,noun,a verse of the Quran,,,,,,,,,,,,,,,,spiritual,,,,
253,ayogo,noun,"kind of tree,",,,,,,,,,,,,,Premna obtusifolia,,,tree,,,,
254,ayung,verb,"to rock (a cradle, etc.)",,,,,,,,,,,,,,,,,,,ayung akang,
255,ayung,verb,to rock s.t. at another's request,,,,,,,,,,,,,,,,,,,ayungi akang,
256,ayung,verb,to repeatedly rock s.t. for someone,,,,,,,,,,,,,,,,,,,naayung,
257,ayung,intransitive verb,"sleepy, about to doze off with o.'s head bobbing",,,,,,,,,,,,,,,,,,,,
258,ayung,noun,"a large sago swamp, upriver from Amasing",,,,,,,,,,,,,,,,place name,,,,
259,awa-awat,noun,"kind of mollusc, giant clam",,,,,,,,,,,,,Tridacna,,,mollusc,,,,
260,awakang,noun,kind of large fish,,,,,,,,,,,,,,,,fish,,,,
261,awalang,intransitive verb,"shy, embarrassed",,,,,,,,,,,,,,,,,,,pa:walangi,
262,awalang,verb,to shame or embarass someone,,,,,,,,,,,,,,,,,,,papa:walangi,
263,awalang,verb,to shame someone (repeatedly or in a number of ways),,,,,,,,,,,,,,,,,,,,
264,awang,noun,cloud,,,,,,,,,,,,,,,,natural phenomenon,,"pangarang, mega",baawang,
265,awang,intransitive verb,cloudy,,,,,,,,,,,,,,,,,,,baawang-awang,
266,awang,intransitive verb,"obscured, hazy, clouded (of vision)",,,,,,,,,,,,,,,,,,,,
267,awanggó,noun,a Bacan-speaking hamlet near Labuha,,,,,,,,,,,,,,,,place name,,,,
268,awarong,noun,current,,,,,,,,,,,,,,,,natural phenomenon,,,baawarong,
269,awarong,intransitive verb,"to be characterized by a strong current, choppy, rough and turbulent (of the sea)",tapi sakarang tala baawarong,But now there's quite a strong current.,,,,,,,,,,,,,,,,,,
270,awas,intransitive verb,to be wary or careful,sedang itu pun kita musi awas,"Even in those circumstances, we must be watchful.",,,,,,,,,,,,,,,,,,
271,awat,noun,a man's name,,,,,,,,,,,,,,,,personal name,,,,
272,awatar,noun,"kind of insect, the sago grub, a kind of beetle larvae",,,,,,,,,,,,,"Cerambycidae, genus",,,insect,,,,
273,awir,noun,"kind of bird, hawk",,,,,,,,,,,,,Accipitridae,,,bird,,,,
274,ba-,affix,,,,,,,,,,,,,,,verbal affix marking intransitive or reciprocal states or activities,,,,,,
275,ba: ruma,noun,"the space below a house or bed, a crawl-space",dek ba: rumana,the meter-high crawl-space between a boat's deck and its hold,,,,,,,,,,,,,,,,"ruma, bawa",,
276,babago,noun,"embers, burning coal, charcoal",,,,,,,,,,,,,,,,,,,,
277,babakul,noun,kind of closed container made of tightly plaited pandanus leaves,,,,,,,,,,,,,,,,utensil,,,,
278,babakumasak,,,,,,,,,,,,,,,,,,,,masak,,
279,babalaona,intransitive verb,"to stay up late talking, to stay awake all night",,,,,,,,,,,,,,,,,,kayu babalaona,,
280,babaleang,noun,a low eating platform,,,,,,,,,,,,,,,,house,,bale,,
281,babalomba,,,,,,,,,,,,,,,,,,,,lomba,,
282,babanter,intransitive verb,bruised,,,,,,,,,,,,,,,,health,,,,
283,babang,noun,a village,,,,,,,,,,,,,,,,place name,,,,
284,babara,intransitive verb,angry,,,,,,,,,,,,,,,slang,,,,,
285,babarsalahang,intransitive verb,"diverse, multiple (kinds), different",,,,,,,,,,,,,,,,,,,,
286,babat,noun,"a round container for sago-meal, made by binding sago leaves together",,,,,,,,,,,,,,,,utensil,,,,
286,babat,noun,"a round container for sago-meal, made by binding sago leaves together",,,,,,,,,,,,,,,,sago,,,,
287,babat,verb,to repair s.t. (e.g. a pole) by binding the bent part with twine or lashing,,,,,,,,,,,,,,,,,,,babati,
288,babat,verb,to bind s.t. for someone,,,,,,,,,,,,,,,,,,,babat akang,
289,babat,verb,to bind s.t. at someone's request,,,,,,,,,,,,,,,,,,,bababat,
290,babat,intransitive verb,to engage in such binding activity,,,,,,,,,,,,,,,,,,,,
291,babau,intransitive verb,"to be odorous, to exude a smell",,,,,,,,,,,,,,,,,,panambau,,
292,babentol,intransitive verb,to have contusions or bumps because of blows to the body,,,,,,,,,,,,,,,,,,,,
293,baberesi:,,,,,,,,,,,,,,,,,,,,beresi:,,
294,babide,noun,"a holy shrine, a sacred grave",,,,,,,,,,,,,,,,spiritual,,,,
295,babiliang,intransitive verb,"to make purchases, to shop <buy>",,,,,,,,,,,,,,,,,,tuka,,
296,babuongi,,,,,,,,,,,,,,,,,,,,buong,,
297,baburung,intransitive verb,to be engaged in untying (difficult) knots,,,,,,,,,,,,,,,,,,,pababurungi,
298,baburung,verb,to untie a complicated knot for someone,,,,,,,,,,,,,,,,,,,,
299,babál,intransitive verb,stupid,,,,,,,,,,,,,,,,,,,,
300,babáng,verb,to cut (with a long machete or sword),,,,,,,,,,,,,,,,,,bayaka,,
301,babás,noun,mallet,,,,,,,,,,,,,,,,tool,,bas,,
302,baca,verb,"to read s.t., to recite s.t. (from the Quran)",cece jual puang tabaca doa salamat puang,Don't sell straight away,"first of all, recite a",,,,,,,,,,,,,spiritual,,,,"baca sahadat \df to utter the Islamic confession of faith \sf  spiritual \af  bacai \ps  v \df to read s.t. for someone \af  baca akang \ps  v \df to read s.t. at someone's request \af  babaca \ps  vi \df to be engaged in reading \df to be engaged in reciting the Quran, babaca arwaha \df to hold a ritual meal and recite the Quran to commemorate a dead person, babaca debe \df to hold a ritual meal of thanksgiving \sf  spiritual, babaca doa \df to recite prayers \sf  spiritual, babaca sukur \df to hold a ritual of thanksgiving at which the Quran is recited \af pambaca:ng \ps  n \df o.'s place in a book"
303,baca:ng,noun,the island of Bacan and its autochthonous people,,,,,,,,,,,,,,,,,,,babaca:ng,
304,baca:ng,intransitive verb,to speak the language of Bacan,tala babaca:ng kasal,You speak Bacanese well.,,,,,,,,,,,,,,,,,,
305,bacang,noun,"kind of mango,",,,,,,,,,,,,,Mangifera,,,food,,wowo,,
306,bacapa-capa,intransitive verb,to be half-dry,,,,,,,,,,,,,,,,,,,,
307,badada:ng,,,,,,,,,,,,,,,,,,,,adang,,
308,badak,noun,"rhinoceros, fam. Rhinocerotidae",,,,,,,,,,,,,,,,,,,,
309,badang,noun,body,umbuk doa supaya badangku sehat,Utter a prayer that my body be healthy.,,,,,,,,,,,,,,body,,,babadanga,
310,badang,intransitive verb,naked to the waist,,,,,,,,,,,,,,,,,,,bada-badanga,
311,badang,intransitive verb,"naked to the waist, bare-chested",,,,,,,,,,,,,,,,,,,,
312,badapatang,,,,,,,,,,,,,,,,,,,,dapat,,
313,badi-badi,noun,kind of dagger,,,,,,,,,,,,,,,,,,,,
314,badák,verb,"to burp, to belch",,,,,,,,,,,,,,,,,,sodut,,
315,baestél,,,,,,,,,,,,,,,,,,,,nggaeka baeste/l,,
316,baf,intransitive verb,to rattle (of seeds),wowo bijina ke baf,That mango makes a rattling noise,,,,,,,,,,,,,,,,kate-kate baf,,
317,bafukul turíf,intransitive verb,"to be unable to keep a secret, to blather",,,,,,,,,,,,,,,,,,,,
318,bagaji,,,,,,,,,,,,,,,,,,,,gaji,,
319,bagarak,intransitive verb,"to shake, to shiver",,,,,,,,,,,,,,,,,,,,
320,bage,verb,to share out s.t.,,,,,,,,,,,,,,,,,,,bage akang,
321,bage,verb,to share out s.t. at someone's request,,,,,,,,,,,,,,,,,,,babage,
322,bage,intransitive verb,"to engage in dividing up or sharing (profits, income, yield) <divide>",,,,,,,,,,,,,,,,,,,babageang,
323,bage,intransitive verb,to share with e.o.,,,,,,,,,,,,,,,,,,,bageang,
324,bage,noun,o.'s share,,,,,,,,,,,,,,,,,,,,
325,bagea,noun,a crisp cake of sago and other ingredients baked in small molds,,,,,,,,,,,,,,,,,,,,"bagea bonyci \df kind of crisp sago cake made with peanuts, bagea kanari \df kind of crisp sago cake made with kanari nuts, bagea nggaoti \df kind of crisp sago made with coconut, bagea rampa \df kind of crisp sago cake made with herbs , onion and garlic \sf  sago \sf  food"
326,bage-bage,noun,"the muscle of the back between the shoulder blades and the upper flank, the",,,,,,,,,,,,,,,,,,,,
327,baginanao,noun,"murderer, wicked person, sobriquet for someone in disfavor, rascal",,,,,,,,,,,,,,,,,,,,
328,bagodu,intransitive verb,a part of the wedding ritual in which the groom is not allowed to part the curtains of,,,,,,,,,,,,,,,,,,,,
329,bagogara,,,,,,,,,,,,,,,,,,,,bogogara,,
330,bagu,noun,"kind of tree bearing edible fruit,",,,,,,,,,,,,,Gnetum gnemon,,,tree,,,,
331,baguang,intransitive verb,"to echo, to resonate deeply (of o.'s voice)",,,,,,,,,,,,,,,,,,,,
332,bagunapé,pronoun,"what was happening, doing what",ka sana rapat-rapat mena tanyai a bagunapé ompu,"Having approached very closely,",,,,,,,,,,,,,,,,"ape/, banape/",,
333,baha-baha,noun,sago mixed with palm sugar and baked in molds,,,,,,,,,,,,,,,,sago,,,,
333,baha-baha,noun,sago mixed with palm sugar and baked in molds,,,,,,,,,,,,,,,,food,,,,
334,bahaljat,,,,,,,,,,,,,,,,,,,,hal,,
335,bahalá,noun,"o.'s just deserts, retribution for an offense, punishment for a  misdeed, come-uppance",,,,,,,,,,,,,,,,,,,,
336,bahaláng,,,,,,,,,,,,,,,,,,,,basala/ng,,
337,bahang,noun,"material, thing",,,,,,,,,,,,,,,,,,,,
338,bahasa,noun,"language, utterance, statement",ini bahasa baca:ng tapata mitu tu,This was correct Bacan language,it was like that,,bolung pasti bahasa ini fitaná,It's not certain whether this statement is calumny.,,,,,,,,,,,,,bahasai,
339,bahasa,verb,to talk to someone,bahasai ia nang basa baca:ng,Speak to her in the Bacan language.,,,,,,,,,,,,,,,,,bahasa akang,
340,bahasa,verb,to talk to someone at someone's request,,,,,,,,,,,,,,,,,,,babahasa,
341,bahasa,intransitive verb,"to exchange information, to engage in conversation <converse>",pasi babahasa nang guru ke ieti mo,They talked with the Quranic teacher but they did,,,,,,,,,,,,,,,,basa,,
342,bahelahai,intransitive verb,"to refuse to do some chore, to avoid a task",,,,,,,,,,,,,,,,,,,,
343,baháng,,,,,,,,,,,,,,,,,,,,basala/ng,,
344,bahíl,intransitive verb,"to pout, to be thin-skinned and easily offended",,,,,,,,,,,,,,,,,,,,
345,bai,,,,,,,,,,,,,,,,,,,,ari bai,,
346,baingkole,noun,kind of bird with a melodious song,,,,,,,,,,,,,,,,bird,,,,
347,bairungang,noun,strut of outrigger,,,,,,,,,,,,,,,,boat,,,,
348,baising,intransitive verb,"to be respectful, to act politely because of someone's status, age or rank",pasi baising de dede Jamal,they are respectful towards Sir Jamal,,,,,,,,,,,,,,,,,,
349,baiyaka,,,,,,,,,,,,,,,,,,,,bayaka,,
350,baiyaka,,,,,,,,,,,,,,,,,,,,bayaka,,
351,baja,verb,to revile,,,,,,,,,,,,,,,,,,,bajai,
352,baja,verb,"to heap insults on someone, to revile someone",,,,,,,,,,,,,,,,,,,babaja-baja,
353,baja,intransitive verb,to revile with obscene language repeatedly,,,,,,,,,,,,,,,,,,,babababaja:ng,
354,baja,intransitive verb,to revile e.o.,,,,,,,,,,,,,,,,,,,,
355,bajape-jape,intransitive verb,"messy and wet, dirty",,,,,,,,,,,,,,,,,,,,
356,bajiang,intransitive verb,"to behave like a bully, to strike indiscriminately",,,,,,,,,,,,,,,,,,,,
357,bakafefut,intransitive verb,"badly distorted, not true to form (e.g. a dented car), to beirregularly shaped (e.g. of a kidney-shaped durian, of a fruit forced to grow in",,,,,,,,,,,,,,,,,,,,
358,bakai:,intransitive verb,"to be short-tempered, to be overly sensitive",Ia bakai: de aku,She is being short-tempered with me,,,,,,,,,,,,,,,,,,
359,bakakidar,intransitive verb,tough (as if uncooked) of the cooked flesh of certain fish,,,,,,,,,,,,,,,,,,,,
360,bakal,,,,,,,,,,,,,,,,,,,Indonesian,,,
361,bakal,particle,about to,yang tadi bakal jadi baku itu,the one just mentioned that's about to become sago meal,,,,,,,,,,,,,,,Indonesian,,,
362,bakantalawat,intransitive verb,"very crowded, excessively many",,,,,,,,,,,,,,,,,,,,
363,bakar,noun,"kind of breadfruit, [Artocarpus altilis",,,,,,,,,,,,,,,,food,,"gomo, amo",,
364,bakar,noun,"a culinary technique, similar to roasting or braising <braise> with spices",,,,,,,,,,,,,,,,culinary,,,,"bakar santang \df kind of recipe for fish with coconut cream \sf  culinary, bakar rica \df kind of spicy recipe for fish \sf  culinary"
365,bakas,verb,to tie up s.t. in bundles,,,,,,,,,,,,,,,,,,,,
366,bakas,numeral classifier,"bundle, a counter of collections of long objects",kumbar tolu bakas,three bundles of sago midribs,,,,,,,,,,,,,,,,,bakasi,
367,bakas,verb,to tie s.t. (specific) for someone into a bundle,bakasi aku kumbar,Bundle up my sago petioles for me,,,,,,,,,,,,,,,,,bakasi akang,
368,bakas,verb,to tie s.t. (specific) up at someone's request,,,,,,,,,,,,,,,,,,,babakas,
369,bakas,intransitive verb,to fasten or bundle things as a task or job,,,,,,,,,,,,,,,,,,,,
370,bakasang,noun,"kind of condiment of fermented, salted fish entrails, kind of sauce of strained fermented fish",,,,,,,,,,,,,,,,food,,,,
371,bakaya,intransitive verb,to process sago pith into meal <work>,kamí yogo bakaya de siá ambulunga,At whose sago trees will you do the sago,,,,,,,,,,,,,,,,manyakul,bakaya akang,
372,bakaya,intransitive verb,to engage in processing a certain sago stand or palm,a kita tala balapetak yogo ka da: bakaya akang kani:,After we've worked on the,,,,,,,,,,,,,,sago,,,,
373,baki,noun,"low table, tray",,,,,,,,,,,,,,,,,,,,
374,bako,,,,,,,,,,,,,,,,,,,,bose bako,,
375,bakti,noun,communal work,bapaguna:ng bakti de masigit,perform communal work in the mosque,,,,,,,,,,,,,,,Indonesian,,,
376,baku,noun,"raw, processed sago meal, sago bread, baked or roasted in molds",,,,,,,,,,,,,,,,sago,,,,"baku garu \df kind of steamed sweetmeat made of palm sugar and sago flour \sf  sago \sf  food, baku kasbi \df kind of bread made from grated cassava \sf  sago \sf  food, baku mata nabukana \df sago bread, the upper part of which is not completely roasted because it was not completely or tightly covered during roasting \sf  sago \sf  food, baku nggaoti \df kind of sago bread baked with grated coconut \sf  sago \sf  food, baku puti \df kind of gray-colored sago bread \sf  sago \sf  food, baku ruo \df kind of cake, soaked sago bread stuffed with fruit or spices and re-roasted or rebaked"
376,baku,noun,"raw, processed sago meal, sago bread, baked or roasted in molds",,,,,,,,,,,,,,,,food,,,,"baku garu \df kind of steamed sweetmeat made of palm sugar and sago flour \sf  sago \sf  food, baku kasbi \df kind of bread made from grated cassava \sf  sago \sf  food, baku mata nabukana \df sago bread, the upper part of which is not completely roasted because it was not completely or tightly covered during roasting \sf  sago \sf  food, baku nggaoti \df kind of sago bread baked with grated coconut \sf  sago \sf  food, baku puti \df kind of gray-colored sago bread \sf  sago \sf  food, baku ruo \df kind of cake, soaked sago bread stuffed with fruit or spices and re-roasted or rebaked"
377,balaga,,,,,,,,,,,,,,,,,,,,mata balaga,,
378,balak,noun,"timber, lumber",riana itu tu balaka mamakang sapa kubit itu,The (yard's) size there will require how,,,,,,,,,,,,,,,,ruma balak,,
379,balakamang,noun,"kind of plant, probably [Basilicum",,,,,,,,,,,,,,,,,,,,
380,balala:ng,,,,,,,,,,,,,,,,,,,,ala,,
381,balama:ng,particle,"eventually, soon, after a short while, shortly",kofo ilau balama:ng rutak,A net at sea will eventually fall apart.,Balama:ng kubobar.,Keep it up and I'll hit you.,,,,,,,,,,,,,,,,
